Name;NetWorth;Country;Source;Rank;Age;Residence;Citizenship;Status;Children;Education;Self_made;
John Arnold;03.мар;United States;hedge funds;925;47.0;Houston, Texas;United States;Married;2.0;Bachelor of Arts/Science, Vanderbilt University;True;
Neal Blue & family;03.мар;United States;defense;925;86.0;San Diego, California;United States;Widowed;;Bachelor of Arts/Science, Yale University;True;
Alejandro Bulgheroni;03.мар;Argentina;oil & gas;925;76.0;Manantiales, Uruguay;Argentina;Married;7.0;;False;
Dong Jinggui;03.мар;China;electric scooters;925;;Wuxi, China;China;Married;;;True;
Joseph Edelman;03.мар;United States;hedge funds;925;65.0;New York, New York;United States;Married;;Master of Business Administration, New York University;;
Charles Edelstenne;03.мар;France;aviation;925;83.0;Paris, France;France;;;;True;
Senapathy Gopalakrishnan;03.мар;India;software services;925;66.0;Bangalore, India;India;Married;1.0;Master of Science, Indian Institute of Technology;True;
B. Wayne Hughes;03.мар;United States;self storage;925;87.0;Lexington, Kentucky;United States;Divorced;2.0;Bachelor of Arts/Science, University of Southern California;True;
Ravi Jaipuria;03.мар;India;soft drinks, fast food;925;66.0;Delhi, India;India;Married;2.0;;False;
Samvel Karapetyan;03.мар;Russia;real estate;925;55.0;Moscow, Russia;Russia;Married;3.0;Bachelor of Arts/Science, Yerevan Polytechnic Institute;True;
Vyacheslav Kim;03.мар;Kazakhstan;fintech;925;51.0;Almaty, Kazakhstan;Kazakhstan;Single;;;True;
Jim Koch;03.мар;United States;beer;925;71.0;Newton, Massachusetts;United States;Married;4.0;Bachelor of Arts/Science, Harvard University;;
Andre Koo; Sr.;03.мар;Taiwan;financial services;925;53.0;Taipei, Taiwan;Taiwan;Married;2.0;Master of Business Administration, Leonard N. Stern School of Business;
Yuri Kovalchuk;03.мар;Russia;banking, insurance, media;925;69.0;St. Petersburg, Russia;Russia;Married;1.0;Doctorate, St Petersburg State University;True;
Richard LeFrak & family;03.мар;United States;real estate;925;75.0;New York, New York;United States;Married;2.0;Bachelor of Arts/Science, Amherst College;;
Kevin David Lehmann;03.мар;Germany;drugstores;925;18.0;;Germany;;;;False;
Horst Paulmann & family;03.мар;Chile;retail;925;86.0;Santiago, Chile;Chile;Married;3.0;;True;
Jean (Gigi) Pritzker;03.мар;United States;hotels, investments;925;58.0;Los Angeles, California;United States;Married;3.0;Bachelor of Arts/Science, Stanford University;False;
Qi Xiangdong;03.мар;China;software;925;50.0;Beijing, China;China;Married;;Master of Business Administration, Beijing University of Science and Technology;;
Renzo Rosso & family;03.мар;Italy;fashion;925;65.0;Bassano del Grappa, Italy;Italy;Divorced;7.0;;True;
Stephen Rubin;03.мар;United Kingdom;sports apparel;925;84.0;London, United Kingdom;United Kingdom;Married;4.0;;False;
Bernard Saul; II.;03.мар;United States;banking, real estate;925;89.0;Chevy Chase, Maryland;United States;Married;5.0;LLB, University of Virginia;
Klaus-Peter Schulenberg;03.мар;Germany;ticketing service;925;;Bremen, Germany;Germany;Married;;;True;
Tahir & family;03.мар;Indonesia;diversified;925;69.0;Jakarta, Indonesia;Indonesia;Married;4.0;Master of Business Administration, Golden Gate University;;
Lucio Tan;03.мар;Philippines;diversified;925;86.0;Manila, Philippines;Philippines;Married;6.0;Bachelor of Arts/Science, Far Eastern University;True;
Lottie Tham & family;03.мар;Sweden;H&M;925;72.0;Stockholm, Sweden;Sweden;Married;3.0;;False;
Wang Wenxue;03.мар;China;real estate;925;53.0;Beijing, China;China;Married;;;True;
Hans Peter Wild;03.мар;Switzerland;flavorings;925;79.0;Zug, Switzerland;Switzerland;Divorced;2.0;;False;
William Wrigley; Jr.;03.мар;United States;chewing gum;925;57.0;North Palm Beach, Florida;United States;Divorced;4.0;Bachelor of Arts/Science, Duke University;POINT (-80.05592660000001 26.8237944)
Zhang Xin & Pan Shiyi;03.мар;China;real estate;925;55.0;Beijing, China;China;Married;2.0;Master of Arts, Cambridge University;;
Giuliana Benetton;03.фев;Italy;fashion retail, investments;956;83.0;Treviso, Italy;Italy;Widowed;4.0;;True;
Luciano Benetton;03.фев;Italy;fashion retail, investments;956;85.0;Ponzano Veneto, Italy;Italy;Married;4.0;;True;
Tomasz Biernacki;03.фев;Poland;supermarkets;956;48.0;Krotoszyn,, Poland;Poland;;;;True;
Chey Tae-won;03.фев;South Korea;oil, semiconductor;956;60.0;Seoul, South Korea;South Korea;Separated;4.0;Bachelor of Arts/Science, Korea University;;
John Collison;03.фев;Ireland;payments software;956;30.0;San Francisco, California;Ireland;Single;;Drop Out, Harvard University;True;
Patrick Collison;03.фев;Ireland;payment software;956;32.0;San Francisco, California;Ireland;Engaged;;Drop Out, Massachusetts Institute of Technology;True;
Jack Cowin;03.фев;Australia;fast food;956;78.0;Sydney, Australia;Australia;Married;4.0;Bachelor of Arts/Science, University of Western Ontario;True;
Archie Aldis Emmerson & family;03.фев;United States;timberland, lumber mills;956;92.0;Redding, California;United States;Married;3.0;Diploma, High School;True;
Yoichi & Keiko Erikawa;03.фев;Japan;videogames;956;;Yokohama, Japan;Japan;Married;;;True;
Juan Carlos Escotet;03.фев;Venezuela;banking;956;61.0;A CoruГ±a, Spain;Venezuela;Married;4.0;Master, University of Miami;True;
Carlo Fidani;03.фев;Canada;real estate;956;66.0;Toronto, Canada;Canada;;;;False;
Don Hankey;03.фев;United States;auto loans;956;77.0;Malibu, California;United States;Married;4.0;Bachelor of Arts/Science, University of Southern California;True;
Otto Happel;03.фев;Germany;engineering;956;73.0;Luzerne, Switzerland;Germany;Married;6.0;;False;
He Zhaoxi;03.фев;China;software;956;47.0;Shenzhen, China;China;Married;;Bachelor of Engineering, Huazhong University of Science and Technology;True;
Heidi Horten;03.фев;Austria;retail;956;80.0;Vienna, Austria;Austria;Widowed, Remarried;;;False;
Ke Zunhong & family;03.фев;China;pharmaceuticals;956;66.0;Chengdu, China;China;Married;;;True;
Thai Lee;03.фев;United States;IT provider;956;62.0;Austin, Texas;United States;Divorced;2.0;Bachelor of Arts/Science, Amherst College;;
Mikhail Lomtadze;03.фев;Georgia;fintech;956;45.0;Almaty, Kazakhstan;Georgia;Single;;Master of Business Administration, Harvard Business School;True;
Ronald McAulay;03.фев;Hong Kong;energy;956;85.0;Hong Kong, Hong Kong;Hong Kong;Married;2.0;Master of Arts, University of Glasgow;False;
Maja Oeri;03.фев;Switzerland;Pharmaceuticals;956;66.0;Basel, Switzerland;Switzerland;Married;;;False;
James Packer;03.фев;Australia;casinos;956;53.0;Los Angeles, California;Australia;Divorced;3.0;;False;
John Sall;03.фев;United States;software;956;73.0;Cary, North Carolina;United States;Married;4.0;Bachelor of Arts/Science, Beloit College;;
Naguib Sawiris;03.фев;Egypt;telecom;956;66.0;Cairo, Egypt;Egypt;Married;4.0;Bachelor of Arts/Science, Swiss Federal Polytechnical Institute;;
Zygmunt Solorz-Zak;03.фев;Poland;TV broadcasting;956;64.0;Warsaw, Poland;Poland;Divorced;3.0;;True;
Lawrence Stroll;03.фев;Canada;fashion investments;956;61.0;Geneva, Switzerland;Canada;Married;2.0;;True;
Rita Tong Liu;03.фев;Hong Kong;real estate;956;72.0;Hong Kong, Hong Kong;Hong Kong;Widowed;2.0;;True;
Tsai Cheng-ta;03.фев;Taiwan;finance;956;71.0;Taipei, Taiwan;Taiwan;Married;;Chinese Culture University;False;
Tsai Hong-tu;03.фев;Taiwan;finance;956;68.0;Taipei, Taiwan;Taiwan;Married;3.0;Law Degree, National Taiwan University;;
Steve Wynn;03.фев;United States;casinos, hotels;956;79.0;Las Vegas, Nevada;United States;Married;2.0;Bachelor of Arts/Science, University of Pennsylvania;True;
Zhang Li;03.фев;China;real estate;956;68.0;Guangzhou, China;China;Married;1.0;;True;
Otto Philipp Braun;03.янв;Germany;medical technology;986;43.0;Melsungen, Germany;Germany;;;;False;
John Caudwell;03.янв;United Kingdom;mobile phones;986;68.0;Stoke-on-Trent, United Kingdom;United Kingdom;Divorced;6.0;;True;
Chi Yufeng;03.янв;China;software;986;50.0;Beijing, China;China;;;;False;
Camilla de Godoy Bueno Grossi;03.янв;Brazil;medical labs;986;42.0;London, United Kingdom;Brazil;Married;;;False;
Antonio Del Valle Ruiz & family;03.янв;Mexico;chemicals;986;82.0;Mexico City, Mexico;Mexico;Married;5.0;;True;
Martin Ebner;03.янв;Switzerland;investments;986;75.0;Wilen, Switzerland;Switzerland;Married;;Doctorate, University of Florida;;
John Fisher;03.янв;United States;Gap;986;59.0;San Francisco, California;United States;Married;4.0;Bachelor of Arts/Science, Princeton University;;
Jane Goldman;03.янв;United States;real estate;986;65.0;New York, New York;United States;Married;2.0;;False;
Gu Yuhua & family;03.янв;China;furniture;986;71.0;Hangzhou, China;China;Married;;;True;
Hao Hong;03.янв;United States;pharmaceuticals;986;65.0;Tianjin, China;United States;;;;True;
Hoi Kin Hong;03.янв;Macao;real estate;986;68.0;Shanghai, China;Macao;Married;2.0;;True;
Jin Lei;03.янв;China;pharmaceuticals;986;55.0;Changchun, China;China;Married;;;True;
Artem Khachatryan;03.янв;Russia;retail;986;46.0;Moscow, Russia;Russia;;;Master of Science, Moscow State Mining University;True;
Li Gaiteng;03.янв;China;hair dryers;986;49.0;Shanghai, China;China;Married;;;True;
Li Zhongchu;03.янв;China;software;986;57.0;Beijing, China;China;Married;;Bachelor of Arts/Science, Wuhan University;True;
Harald Link;03.янв;Thailand;diversified;986;66.0;Bangkok, Thailand;Thailand;Married;2.0;;False;
Sergey Lomakin;03.янв;Russia;retail;986;47.0;Moscow, Russia;Russia;Married;5.0;Master of Science, Moscow State Mining University;True;
Nie Tengyun & family;03.янв;China;logistics;986;45.0;Shanghai, China;China;Married;;;True;
Prasert Prasarttong-Osoth;03.янв;Thailand;hospitals;986;88.0;Bangkok, Thailand;Thailand;Married;5.0;;True;
Penny Pritzker;03.янв;United States;hotels, investments;986;62.0;Chicago, Illinois;United States;Married;2.0;Bachelor of Arts/Science, Harvard University;;
Herb Simon;03.янв;United States;real estate;986;86.0;Indianapolis, Indiana;United States;Married;8.0;Bachelor of Arts/Science, City College of New York;True;
Jerry Speyer;03.янв;United States;real estate;986;80.0;New York, New York;United States;Married;4.0;Master of Business Administration, Columbia Business School;;
Wilhelm Beier & family;3.0;Germany;pharmaceuticals;1008;65.0;Germany;Germany;;;;True;
Koos Bekker;3.0;South Africa;media, investments;1008;68.0;Cape Town, South Africa;South Africa;Married;2.0;Master of Business Administration, Columbia Business School;;
Ben Chestnut;3.0;United States;email marketing;1008;46.0;Atlanta, Georgia;United States;Married;2.0;Bachelor of Arts/Science, Georgia Institute of Technology;True;
John Coates;3.0;United Kingdom;online gambling;1008;51.0;Stoke-On-Trent, United Kingdom;United Kingdom;Married;2.0;;True;
Pedro de Godoy Bueno;3.0;Brazil;health insurance;1008;31.0;Sao Paulo, Brazil;Brazil;Married;;;False;
Carl Douglas;3.0;Sweden;investments;1008;60.0;Stockholm, Sweden;Sweden;;;Bachelor of Arts/Science, Middlebury College;False;
Eric Douglas;3.0;Sweden;investments;1008;53.0;Stockholm, Sweden;Sweden;Married;;Bachelor of Arts/Economics, Lund University;False;
Behdad Eghbali;3.0;United States;private equity;1008;45.0;Los Angeles, California;United States;Married;;;True;
Jose E. Feliciano;3.0;United States;private equity;1008;47.0;Marina Del Rey, California;United States;Married;;;True;
Philippe Foriel-Destezet;3.0;France;employment agency;1008;85.0;London, United Kingdom;France;Married;4.0;Master of Business Administration, HEC Paris;True;
Gan Zhongru;3.0;China;pharmaceuticals;1008;72.0;Beijing, China;China;;;Ph.D, Michigan State University;True;
Allan Goldman;3.0;United States;real estate;1008;78.0;New York, New York;United States;Divorced;4.0;;False;
Amy Goldman Fowler;3.0;United States;real estate;1008;67.0;Rhinebeck, New York;United States;Married;;;False;
Alec Gores;3.0;United States;private equity;1008;68.0;Beverly Hills, California;United States;Married;6.0;Bachelor of Arts/Science, Western Michigan University;True;
Peter Grogg;3.0;Switzerland;biochemicals;1008;79.0;Liestal, Switzerland;Switzerland;;;;True;
Jimmy Haslam;3.0;United States;gas stations, retail;1008;67.0;Knoxville, Tennessee;United States;Married;3.0;Bachelor of Arts/Science, University of Tennessee Knoxville;False;
Christian Haub;3.0;Germany;retail;1008;56.0;Greenwich, Connecticut;Germany;Married;4.0;;False;
Gudrun Heine;3.0;Germany;medical devices;1008;66.0;Ohningen, Germany;Germany;;;;False;
Huang Jinfeng;3.0;China;e-commerce;1008;38.0;Guangzhou, China;China;;;;True;
Huang Rulun;3.0;China;real estate;1008;69.0;Beijing, China;China;Married;2.0;;True;
James Irsay;3.0;United States;Indianapolis Colts;1008;61.0;Carmel, Indiana;United States;Divorced;3.0;Bachelor of Arts/Science, Southern Methodist University;False;
Justin Ishbia;3.0;United States;в…;1008;43.0;Chicago, Illinois;United States;Married;2.0;Bachelor of Arts/Science, Michigan State University;;
Diane Kemper;3.0;United States;real estate;1008;75.0;New York, New York;United States;Widowed;;;False;
George Kurtz;3.0;United States;security software;1008;50.0;Paradise Valley, Arizona;United States;Married;2.0;Bachelor of Science, Seton Hall University;True;
Dan Kurzius;3.0;United States;email marketing;1008;49.0;Atlanta, Georgia;United States;Married;2.0;;True;
Kwek Leng Beng;3.0;Singapore;diversified;1008;80.0;Singapore, Singapore;Singapore;Married;2.0;LLB, University of London;False;
Geoffrey Kwok;3.0;Hong Kong;real estate;1008;36.0;Hong Kong, Hong Kong;Hong Kong;Single;;Bachelor of Arts/Economics, Yale University;False;
Sheldon Lavin;3.0;United States;meat processing;1008;88.0;Highland Park, New Jersey;United States;;;;True;
Louis Le Duff;3.0;France;bakeries;1008;74.0;Paris, France;France;Married;2.0;;True;
James Leprino;3.0;United States;cheese;1008;83.0;Indian Hills, Colorado;United States;Married;2.0;;False;
Joseph Liemandt;3.0;United States;software;1008;52.0;Austin, Texas;United States;Single;;Drop Out, Stanford University;True;
